No.;Time;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter;;
388;41,592148;;41,592148;41,667414;56,633694;;71,599974;-71,8598;-143,459774;;
389;41,667414;;41,667414;41,92724;-14,96628;;-71,8598;71,50372;143,36352;;
390;41,92724;;41,92724;42,28332;56,89352;;71,50372;-71,503809;-143,007529;;
391;42,28332;;42,28332;42,283409;-14,6102;;-71,503809;70,988777;142,492586;;
392;42,283409;;42,283409;42,798441;56,893609;;70,988777;-71,044571;-142,033348;;
393;42,798441;;42,798441;42,854235;-14,095168;;-71,044571;71,004392;142,048963;;
403;42,854235;;42,854235;42,894414;56,949403;;71,004392;-71,315193;-142,319585;;
404;42,894414;;42,894414;43,205215;-14,054989;;-71,315193;71,315128;142,630321;;
405;43,205215;;43,205215;43,20528;57,260204;;71,315128;-71,347758;-142,662886;;
406;43,20528;;43,20528;43,23791;-14,054924;;-71,347758;71,175925;142,523683;;
407;43,23791;;43,23791;43,409743;57,292834;;71,175925;-71,176022;-142,351947;;
408;43,409743;;43,409743;43,40984;-13,883091;;-71,176022;71,176022;142,352044;;
409;43,40984;;43,40984;43,40984;57,292931;;71,176022;-71,598811;-142,774833;;
410;43,40984;;43,40984;43,832629;-13,883091;;-71,598811;70,391555;141,990366;;
411;43,832629;;43,832629;45,039885;57,71572;;70,391555;-70,394497;-140,786052;;
416;45,039885;;45,039885;45,042827;-12,675835;;-70,394497;70,394413;140,78891;;
417;45,042827;;45,042827;45,042911;57,718662;;70,394413;-70,940872;-141,335285;;
418;45,042911;;45,042911;45,58937;-12,675751;;-70,940872;70,724339;141,665211;;
419;45,58937;;45,58937;45,805903;58,265121;;70,724339;-70,888538;-141,612877;;
421;45,805903;;45,805903;45,970102;-12,459218;;-70,888538;70,686179;141,574717;;
422;45,970102;;45,970102;46,172461;58,42932;;70,686179;-70,75838;-141,444559;;
423;46,172461;;46,172461;46,244662;-12,256859;;-70,75838;70,474127;141,232507;;
424;46,244662;;46,244662;46,528915;58,501521;;70,474127;-70,479451;-140,953578;;
429;46,528915;;46,528915;46,534239;-11,972606;;-70,479451;70,475346;140,954797;;
430;46,534239;;46,534239;46,538344;58,506845;;70,475346;-70,475423;-140,950769;;
431;46,538344;;46,538344;46,538421;-11,968501;;-70,475423;70,469806;140,945229;;
432;46,538421;;46,538421;46,544038;58,506922;;70,469806;-70,474961;-140,944767;;
433;46,544038;;46,544038;46,549193;-11,962884;;-70,474961;70,474875;140,949836;;
434;46,549193;;46,549193;46,549279;58,512077;;70,474875;-70,481538;-140,956413;;
435;46,549279;;46,549279;46,555942;-11,962798;;-70,481538;70,467014;140,948552;;
436;46,555942;;46,555942;46,570466;58,51874;;70,467014;-70,467138;-140,934152;;
437;46,570466;;46,570466;46,57059;-11,948274;;-70,467138;70,463809;140,930947;;
439;46,57059;;46,57059;46,573919;58,518864;;70,463809;-70,476971;-140,94078;;
441;46,573919;;46,573919;46,587081;-11,944945;;-70,476971;70,476839;140,95381;;
442;46,587081;;46,587081;46,587213;58,532026;;70,476839;-70,486766;-140,963605;;
443;46,587213;;46,587213;46,59714;-11,944813;;-70,486766;70,471692;140,958458;;
444;46,59714;;46,59714;46,612214;58,541953;;70,471692;-70,471779;-140,943471;;
445;46,612214;;46,612214;46,612301;-11,929739;;-70,471779;70,467688;140,939467;;
446;46,612301;;46,612301;46,616392;58,54204;;70,467688;-70,474449;-140,942137;;
447;46,616392;;46,616392;46,623153;-11,925648;;-70,474449;70,474373;140,948822;;
448;46,623153;;46,623153;46,623229;58,548801;;70,474373;-70,481304;-140,955677;;
449;46,623229;;46,623229;46,63016;-11,925572;;-70,481304;70,462487;140,943791;;
450;46,63016;;46,63016;46,648977;58,555732;;70,462487;-70,46257;-140,925057;;
451;46,648977;;46,648977;46,64906;-11,906755;;-70,46257;70,458453;140,921023;;
452;46,64906;;46,64906;46,653177;58,555815;;70,458453;-70,469273;-140,927726;;
453;46,653177;;46,653177;46,663997;-11,902638;;-70,469273;70,469192;140,938465;;
454;46,663997;;46,663997;46,664078;58,566635;;70,469192;-70,476258;-140,94545;;
455;46,664078;;46,664078;46,671144;-11,902557;;-70,476258;70,471117;140,947375;;
456;46,671144;;46,671144;46,676285;58,573701;;70,471117;-70,4712;-140,942317;;
457;46,676285;;46,676285;46,676368;-11,897416;;-70,4712;70,456212;140,927412;;
458;46,676368;;46,676368;46,691356;58,573784;;70,456212;-70,459999;-140,916211;;
459;46,691356;;46,691356;46,695143;-11,882428;;-70,459999;70,459941;140,91994;;
460;46,695143;;46,695143;46,695201;58,577571;;70,459941;-70,467151;-140,927092;;
461;46,695201;;46,695201;46,702411;-11,88237;;-70,467151;70,462078;140,929229;;
462;46,702411;;46,702411;46,707484;58,584781;;70,462078;-70,462168;-140,924246;;
463;46,707484;;46,707484;46,707574;-11,877297;;-70,462168;70,457549;140,919717;;
464;46,707574;;46,707574;46,712193;58,584871;;70,457549;-70,462849;-140,920398;;
465;46,712193;;46,712193;46,717493;-11,872678;;-70,462849;70,462814;140,925663;;
466;46,717493;;46,717493;46,717528;58,590171;;70,462814;-70,477997;-140,940811;;
467;46,717528;;46,717528;46,732711;-11,872643;;-70,477997;70,469141;140,947138;;
468;46,732711;;46,732711;46,741567;58,605354;;70,469141;-70,469237;-140,938378;;
469;46,741567;;46,741567;46,741663;-11,863787;;-70,469237;70,469093;140,93833;;
470;46,741663;;46,741663;46,741807;58,60545;;70,469093;-70,470419;-140,939512;;
471;46,741807;;46,741807;46,743133;-11,863643;;-70,470419;70,465106;140,935525;;
472;46,743133;;46,743133;46,748446;58,606776;;70,465106;-70,465141;-140,930247;;
473;46,748446;;46,748446;46,748481;-11,85833;;-70,465141;70,459097;140,924238;;
474;46,748481;;46,748481;46,754525;58,606811;;70,459097;-70,477042;-140,936139;;
475;46,754525;;46,754525;46,77247;-11,852286;;-70,477042;70,476959;140,954001;;
476;46,77247;;46,77247;46,772553;58,624756;;70,476959;-70,478358;-140,955317;;
477;46,772553;;46,772553;46,773952;-11,852203;;-70,478358;70,477343;140,955701;;
478;46,773952;;46,773952;46,774967;58,626155;;70,477343;-70,488899;-140,966242;;
479;46,774967;;46,774967;46,786523;-11,851188;;-70,488899;70,480916;140,969815;;
480;46,786523;;46,786523;46,794506;58,637711;;70,480916;-70,48101;-140,961926;;
481;46,794506;;46,794506;46,7946;-11,843205;;-70,48101;70,480599;140,961609;;
482;46,7946;;46,7946;46,795011;58,637805;;70,480599;-70,495041;-140,97564;;
483;46,795011;;46,795011;46,809453;-11,842794;;-70,495041;70,494964;140,990005;;
484;46,809453;;46,809453;46,80953;58,652247;;70,494964;-70,495749;-140,990713;;
485;46,80953;;46,80953;46,810315;-11,842717;;-70,495749;70,48545;140,981199;;
486;46,810315;;46,810315;46,820614;58,653032;;70,48545;-70,485559;-140,971009;;
487;46,820614;;46,820614;46,820723;-11,832418;;-70,485559;70,484199;140,969758;;
488;46,820723;;46,820723;46,822083;58,653141;;70,484199;-70,493852;-140,978051;;
489;46,822083;;46,822083;46,831736;-11,831058;;-70,493852;70,493816;140,987668;;
490;46,831736;;46,831736;46,831772;58,662794;;70,493816;-70,512729;-141,006545;;
491;46,831772;;46,831772;46,850685;-11,831022;;-70,512729;70,511011;141,02374;;
492;46,850685;;46,850685;46,852403;58,681707;;70,511011;-70,51112;-141,022131;;
493;46,852403;;46,852403;46,852512;-11,829304;;-70,51112;70,505216;141,016336;;
494;46,852512;;46,852512;46,858416;58,681816;;70,505216;-70,512287;-141,017503;;
495;46,858416;;46,858416;46,865487;-11,8234;;-70,512287;70,512199;141,024486;;
496;46,865487;;46,865487;46,865575;58,688887;;70,512199;-70,516937;-141,029136;;
497;46,865575;;46,865575;46,870313;-11,823312;;-70,516937;70,496294;141,013231;;
498;46,870313;;46,870313;46,890956;58,693625;;70,496294;-70,496387;-140,992681;;
499;46,890956;;46,890956;46,891049;-11,802669;;-70,496387;70,487168;140,983555;;
500;46,891049;;46,891049;46,900268;58,693718;;70,487168;-70,491911;-140,979079;;
501;46,900268;;46,900268;46,905011;-11,79345;;-70,491911;70,491833;140,983744;;
502;46,905011;;46,905011;46,905089;58,698461;;70,491833;-70,498855;-140,990688;;
503;46,905089;;46,905089;46,912111;-11,793372;;-70,498855;70,481769;140,980624;;
504;46,912111;;46,912111;46,929197;58,705483;;70,481769;-70,481885;-140,963654;;
505;46,929197;;46,929197;46,929313;-11,776286;;-70,481885;70,481697;140,963582;;
506;46,929313;;46,929313;46,929501;58,705599;;70,481697;-70,48289;-140,964587;;
507;46,929501;;46,929501;46,930694;-11,776098;;-70,48289;70,482844;140,965734;;
508;46,930694;;46,930694;46,93074;58,706792;;70,482844;-70,489523;-140,972367;;
509;46,93074;;46,93074;46,937419;-11,776052;;-70,489523;70,489009;140,978532;;
510;46,937419;;46,937419;46,937933;58,713471;;70,489009;-70,489148;-140,978157;;
511;46,937933;;46,937933;46,938072;-11,775538;;-70,489148;70,480013;140,969161;;
512;46,938072;;46,938072;46,947207;58,71361;;70,480013;-70,743523;-141,223536;;
513;46,947207;;46,947207;47,210717;-11,766403;;-70,743523;70,695426;141,438949;;
515;47,210717;;47,210717;47,258814;58,97712;;70,695426;-71,019984;-141,71541;;
516;47,258814;;47,258814;47,583372;-11,718306;;-71,019984;70,275464;141,295448;;
518;47,583372;;47,583372;48,327892;59,301678;;70,275464;-70,580568;-140,856032;;
535;48,327892;;48,327892;48,632996;-10,973786;;-70,580568;70,580568;141,161136;;
536;48,632996;;48,632996;48,632996;59,606782;;70,580568;-70,580568;-141,161136;;
537;48,632996;;48,632996;48,632996;-10,973786;;-70,580568;70,580568;141,161136;;
538;48,632996;;48,632996;48,632996;59,606782;;70,580568;-70,580568;-141,161136;;
539;48,632996;;48,632996;48,632996;-10,973786;;-70,580568;70,580446;141,161014;;
540;48,632996;;48,632996;48,633118;59,606782;;70,580446;-70,581177;-141,161623;;
541;48,633118;;48,633118;48,633849;-10,973664;;-70,581177;70,499594;141,080771;;
542;48,633849;;48,633849;48,715432;59,607513;;70,499594;-70,499619;-140,999213;;
543;48,715432;;48,715432;48,715457;-10,892081;;-70,499619;70,486028;140,985647;;
544;48,715457;;48,715457;48,729048;59,607538;;70,486028;-70,696985;-141,183013;;
545;48,729048;;48,729048;48,940005;-10,87849;;-70,696985;70,696985;141,39397;;
546;48,940005;;48,940005;48,940005;59,818495;;70,696985;-70,696985;-141,39397;;
547;48,940005;;48,940005;48,940005;-10,87849;;-70,696985;70,696985;141,39397;;
548;48,940005;;48,940005;48,940005;59,818495;;70,696985;-70,696985;-141,39397;;
549;48,940005;;48,940005;48,940005;-10,87849;;-70,696985;70,696867;141,393852;;
550;48,940005;;48,940005;48,940123;59,818495;;70,696867;-70,697684;-141,394551;;
551;48,940123;;48,940123;48,94094;-10,878372;;-70,697684;70,648066;141,34575;;
552;48,94094;;48,94094;48,990558;59,819312;;70,648066;-70,654813;-141,302879;;
553;48,990558;;48,990558;48,997305;-10,828754;;-70,654813;70,637844;141,292657;;
554;48,997305;;48,997305;49,014274;59,826059;;70,637844;-70,637935;-141,275779;;
555;49,014274;;49,014274;49,014365;-10,811785;;-70,637935;70,631834;141,269769;;
556;49,014365;;49,014365;49,020466;59,82615;;70,631834;-70,636806;-141,26864;;
557;49,020466;;49,020466;49,025438;-10,805684;;-70,636806;70,636648;141,273454;;
558;49,025438;;49,025438;49,025596;59,831122;;70,636648;-70,641685;-141,278333;;
559;49,025596;;49,025596;49,030633;-10,805526;;-70,641685;70,635105;141,27679;;
560;49,030633;;49,030633;49,037213;59,836159;;70,635105;-70,635368;-141,270473;;
561;49,037213;;49,037213;49,037476;-10,798946;;-70,635368;70,621216;141,256584;;
562;49,037476;;49,037476;49,051628;59,836422;;70,621216;-70,626892;-141,248108;;
563;49,051628;;49,051628;49,057304;-10,784794;;-70,626892;70,626786;141,253678;;
564;49,057304;;49,057304;49,05741;59,842098;;70,626786;-70,920266;-141,547052;;
565;49,05741;;49,05741;49,35089;-10,784688;;-70,920266;70,920266;141,840532;;
566;49,35089;;49,35089;49,35089;60,135578;;70,920266;-70,920266;-141,840532;;
567;49,35089;;49,35089;49,35089;-10,784688;;-70,920266;70,920266;141,840532;;
568;49,35089;;49,35089;49,35089;60,135578;;70,920266;-70,920266;-141,840532;;
569;49,35089;;49,35089;49,35089;-10,784688;;-70,920266;70,920266;141,840532;;
570;49,35089;;49,35089;49,35089;60,135578;;70,920266;-70,920266;-141,840532;;
571;49,35089;;49,35089;49,35089;-10,784688;;-70,920266;70,920266;141,840532;;
572;49,35089;;49,35089;49,35089;60,135578;;70,920266;-70,920266;-141,840532;;
573;49,35089;;49,35089;49,35089;-10,784688;;-70,920266;70,920266;141,840532;;
574;49,35089;;49,35089;49,35089;60,135578;;70,920266;-70,920431;-141,840697;;
575;49,35089;;49,35089;49,351055;-10,784688;;-70,920431;70,91758;141,838011;;
576;49,351055;;49,351055;49,353906;60,135743;;70,91758;-70,91758;-141,83516;;
577;49,353906;;49,353906;49,353906;-10,781837;;-70,91758;70,91758;141,83516;;
578;49,353906;;49,353906;49,353906;60,135743;;70,91758;-70,91758;-141,83516;;
579;49,353906;;49,353906;49,353906;-10,781837;;-70,91758;70,91758;141,83516;;
580;49,353906;;49,353906;49,353906;60,135743;;70,91758;-70,91758;-141,83516;;
581;49,353906;;49,353906;49,353906;-10,781837;;-70,91758;70,917415;141,834995;;
582;49,353906;;49,353906;49,354071;60,135743;;70,917415;-70,9184;-141,835815;;
583;49,354071;;49,354071;49,355056;-10,781672;;-70,9184;70,918333;141,836733;;
584;49,355056;;49,355056;49,355123;60,136728;;70,918333;-70,947997;-141,86633;;
585;49,355123;;49,355123;49,384787;-10,781605;;-70,947997;70,923411;141,871408;;
586;49,384787;;49,384787;49,409373;60,166392;;70,923411;-70,923488;-141,846899;;
587;49,409373;;49,409373;49,40945;-10,757019;;-70,923488;70,909243;141,832731;;
588;49,40945;;49,40945;49,423695;60,166469;;70,909243;-70,920064;-141,829307;;
589;49,423695;;49,423695;49,434516;-10,742774;;-70,920064;70,919984;141,840048;;
590;49,434516;;49,434516;49,434596;60,17729;;70,919984;-70,939916;-141,8599;;
591;49,434596;;49,434596;49,454528;-10,742694;;-70,939916;70,930013;141,869929;;
592;49,454528;;49,454528;49,464431;60,197222;;70,930013;-70,930095;-141,860108;;
593;49,464431;;49,464431;49,464513;-10,732791;;-70,930095;70,92252;141,852615;;
594;49,464513;;49,464513;49,472088;60,197304;;70,92252;-70,922611;-141,845131;;
595;49,472088;;49,472088;49,472179;-10,725216;;-70,922611;70,904753;141,827364;;
596;49,472179;;49,472179;49,490037;60,197395;;70,904753;-70,904835;-141,809588;;
597;49,490037;;49,490037;49,490119;-10,707358;;-70,904835;70,896227;141,801062;;
598;49,490119;;49,490119;49,498727;60,197477;;70,896227;-70,896307;-141,792534;;
599;49,498727;;49,498727;49,498807;-10,69875;;-70,896307;70,888993;141,7853;;
600;49,498807;;49,498807;49,506121;60,197557;;70,888993;-70,889068;-141,778061;;
601;49,506121;;49,506121;49,506196;-10,691436;;-70,889068;70,883555;141,772623;;
602;49,506196;;49,506196;49,511709;60,197632;;70,883555;-70,8836;-141,767155;;
603;49,511709;;49,511709;49,511754;-10,685923;;-70,8836;70,865357;141,748957;;
604;49,511754;;49,511754;49,529997;60,197677;;70,865357;-70,865437;-141,730794;;
605;49,529997;;49,529997;49,530077;-10,66768;;-70,865437;70,857342;141,722779;;
606;49,530077;;49,530077;49,538172;60,197757;;70,857342;-70,857437;-141,714779;;
607;49,538172;;49,538172;49,538267;-10,659585;;-70,857437;70,853354;141,710791;;
608;49,538267;;49,538267;49,54235;60,197852;;70,853354;-70,853437;-141,706791;;
609;49,54235;;49,54235;49,542433;-10,655502;;-70,853437;70,847442;141,700879;;
610;49,542433;;49,542433;49,548428;60,197935;;70,847442;-70,84752;-141,694962;;
611;49,548428;;49,548428;49,548506;-10,649507;;-70,84752;70,842817;141,690337;;
612;49,548506;;49,548506;49,553209;60,198013;;70,842817;-70,842911;-141,685728;;
613;49,553209;;49,553209;49,553303;-10,644804;;-70,842911;70,826586;141,669497;;
614;49,553303;;49,553303;49,569628;60,198107;;70,826586;-70,826673;-141,653259;;
615;49,569628;;49,569628;49,569715;-10,628479;;-70,826673;70,82193;141,648603;;
616;49,569715;;49,569715;49,574458;60,198194;;70,82193;-70,821976;-141,643906;;
617;49,574458;;49,574458;49,574504;-10,623736;;-70,821976;70,818573;141,640549;;
618;49,574504;;49,574504;49,577907;60,19824;;70,818573;-70,818606;-141,637179;;
619;49,577907;;49,577907;49,57794;-10,620333;;-70,818606;70,813647;141,632253;;
620;49,57794;;49,57794;49,582899;60,198273;;70,813647;-70,813697;-141,627344;;
621;49,582899;;49,582899;49,582949;-10,615374;;-70,813697;70,807376;141,621073;;
622;49,582949;;49,582949;49,58927;60,198323;;70,807376;-70,807626;-141,615002;;
623;49,58927;;49,58927;49,58952;-10,609053;;-70,807626;70,801113;141,608739;;
624;49,58952;;49,58952;49,596033;60,198573;;70,801113;-70,80121;-141,602323;;
625;49,596033;;49,596033;49,59613;-10,60254;;-70,80121;70,784159;141,585369;;
626;49,59613;;49,59613;49,613181;60,19867;;70,784159;-70,784261;-141,56842;;
627;49,613181;;49,613181;49,613283;-10,585489;;-70,784261;70,746424;141,530685;;
628;49,613283;;49,613283;49,65112;60,198772;;70,746424;-70,746555;-141,492979;;
629;49,65112;;49,65112;49,651251;-10,547652;;-70,746555;70,733704;141,480259;;
630;49,651251;;49,651251;49,664102;60,198903;;70,733704;-70,961054;-141,694758;;
632;49,664102;;49,664102;49,891452;-10,534801;;-70,961054;70,919822;141,880876;;
638;49,891452;;49,891452;49,932684;60,426253;;70,919822;-70,923011;-141,842833;;
639;49,932684;;49,932684;49,935873;-10,493569;;-70,923011;70,921381;141,844392;;
640;49,935873;;49,935873;49,937503;60,429442;;70,921381;-70,921434;-141,842815;;
641;49,937503;;49,937503;49,937556;-10,491939;;-70,921434;70,916137;141,837571;;
642;49,937556;;49,937556;49,942853;60,429495;;70,916137;-70,917732;-141,833869;;
643;49,942853;;49,942853;49,944448;-10,486642;;-70,917732;70,917687;141,835419;;
644;49,944448;;49,944448;49,944493;60,43109;;70,917687;-70,920788;-141,838475;;
645;49,944493;;49,944493;49,947594;-10,486597;;-70,920788;70,918044;141,838832;;
646;49,947594;;49,947594;49,950338;60,434191;;70,918044;-70,918122;-141,836166;;
647;49,950338;;49,950338;49,950416;-10,483853;;-70,918122;70,915933;141,834055;;
648;49,950416;;49,950416;49,952605;60,434269;;70,915933;-70,919505;-141,835438;;
649;49,952605;;49,952605;49,956177;-10,481664;;-70,919505;70,919414;141,838919;;
650;49,956177;;49,956177;49,956268;60,437841;;70,919414;-70,933451;-141,852865;;
651;49,956268;;49,956268;49,970305;-10,481573;;-70,933451;70,931382;141,864833;;
652;49,970305;;49,970305;49,972374;60,451878;;70,931382;-70,931426;-141,862808;;
653;49,972374;;49,972374;49,972418;-10,479504;;-70,931426;70,929132;141,860558;;
654;49,972418;;49,972418;49,974712;60,451922;;70,929132;-70,932928;-141,86206;;
655;49,974712;;49,974712;49,978508;-10,47721;;-70,932928;70,932896;141,865824;;
656;49,978508;;49,978508;49,97854;60,455718;;70,932896;-70,934854;-141,86775;;
657;49,97854;;49,97854;49,980498;-10,477178;;-70,934854;70,932123;141,866977;;
658;49,980498;;49,980498;49,983229;60,457676;;70,932123;-70,9322;-141,864323;;
659;49,983229;;49,983229;49,983306;-10,474447;;-70,9322;70,928971;141,861171;;
660;49,983306;;49,983306;49,986535;60,457753;;70,928971;-70,930906;-141,859877;;
661;49,986535;;49,986535;49,98847;-10,471218;;-70,930906;70,930829;141,861735;;
662;49,98847;;49,98847;49,988547;60,459688;;70,930829;-70,933302;-141,864131;;
663;49,988547;;49,988547;49,99102;-10,471141;;-70,933302;70,930211;141,863513;;
664;49,99102;;49,99102;49,994111;60,462161;;70,930211;-70,930257;-141,860468;;
665;49,994111;;49,994111;49,994157;-10,46805;;-70,930257;70,927545;141,857802;;
666;49,994157;;49,994157;49,996869;60,462207;;70,927545;-70,942011;-141,869556;;
667;49,996869;;49,996869;50,011335;-10,465338;;-70,942011;70,941938;141,883949;;
668;50,011335;;50,011335;50,011408;60,476673;;70,941938;-70,943784;-141,885722;;
669;50,011408;;50,011408;50,013254;-10,465265;;-70,943784;70,930549;141,874333;;
670;50,013254;;50,013254;50,026489;60,478519;;70,930549;-70,93064;-141,861189;;
671;50,026489;;50,026489;50,02658;-10,45203;;-70,93064;70,93007;141,86071;;
672;50,02658;;50,02658;50,02715;60,47861;;70,93007;-70,933392;-141,863462;;
673;50,02715;;50,02715;50,030472;-10,45146;;-70,933392;70,933392;141,866784;;
674;50,030472;;50,030472;50,030472;60,481932;;70,933392;-70,933479;-141,866871;;
675;50,030472;;50,030472;50,030559;-10,45146;;-70,933479;70,93164;141,865119;;
676;50,030559;;50,030559;50,032398;60,482019;;70,93164;-70,931722;-141,863362;;
677;50,032398;;50,032398;50,03248;-10,449621;;-70,931722;70,927032;141,858754;;
679;50,03248;;50,03248;50,03717;60,482101;;70,927032;-70,939202;-141,866234;;
680;50,03717;;50,03717;50,04934;-10,444931;;-70,939202;70,939095;141,878297;;
681;50,04934;;50,04934;50,049447;60,494271;;70,939095;-70,939481;-141,878576;;
682;50,049447;;50,049447;50,049833;-10,444824;;-70,939481;70,939481;141,878962;;
683;50,049833;;50,049833;50,049833;60,494657;;70,939481;-70,93953;-141,879011;;
684;50,049833;;50,049833;50,049882;-10,444824;;-70,93953;70,938591;141,878121;;
685;50,049882;;50,049882;50,050821;60,494706;;70,938591;-70,940686;-141,879277;;
686;50,050821;;50,050821;50,052916;-10,443885;;-70,940686;70,940592;141,881278;;
687;50,052916;;50,052916;50,05301;60,496801;;70,940592;-70,942373;-141,882965;;
688;50,05301;;50,05301;50,054791;-10,443791;;-70,942373;70,94035;141,882723;;
689;50,054791;;50,054791;50,056814;60,498582;;70,94035;-70,940415;-141,880765;;
690;50,056814;;50,056814;50,056879;-10,441768;;-70,940415;70,937408;141,877823;;
691;50,056879;;50,056879;50,059886;60,498647;;70,937408;-70,939533;-141,876941;;
692;50,059886;;50,059886;50,062011;-10,438761;;-70,939533;70,93949;141,879023;;
693;50,062011;;50,062011;50,062054;60,500772;;70,93949;-70,950573;-141,890063;;
694;50,062054;;50,062054;50,073137;-10,438718;;-70,950573;70,950348;141,900921;;
695;50,073137;;50,073137;50,073362;60,511855;;70,950348;-70,950395;-141,900743;;
696;50,073362;;50,073362;50,073409;-10,438493;;-70,950395;70,945884;141,896279;;
697;50,073409;;50,073409;50,07792;60,511902;;70,945884;-70,946501;-141,892385;;
698;50,07792;;50,07792;50,078537;-10,433982;;-70,946501;70,946501;141,893002;;
699;50,078537;;50,078537;50,078537;60,512519;;70,946501;-70,946574;-141,893075;;
700;50,078537;;50,078537;50,07861;-10,433982;;-70,946574;70,916931;141,863505;;
701;50,07861;;50,07861;50,108253;60,512592;;70,916931;-70,918754;-141,835685;;
702;50,108253;;50,108253;50,110076;-10,404339;;-70,918754;70,918688;141,837442;;
703;50,110076;;50,110076;50,110142;60,514415;;70,918688;-70,91936;-141,838048;;
704;50,110142;;50,110142;50,110814;-10,404273;;-70,91936;70,91936;141,83872;;
705;50,110814;;50,110814;50,110814;60,515087;;70,91936;-70,91936;-141,83872;;
706;50,110814;;50,110814;50,110814;-10,404273;;-70,91936;70,919315;141,838675;;
707;50,110814;;50,110814;50,110859;60,515087;;70,919315;-70,919615;-141,83893;;
708;50,110859;;50,110859;50,111159;-10,404228;;-70,919615;70,919591;141,839206;;
709;50,111159;;50,111159;50,111183;60,515387;;70,919591;-70,922509;-141,8421;;
710;50,111183;;50,111183;50,114101;-10,404204;;-70,922509;70,922185;141,844694;;
711;50,114101;;50,114101;50,114425;60,518305;;70,922185;-70,922219;-141,844404;;
712;50,114425;;50,114425;50,114459;-10,40388;;-70,922219;70,920547;141,842766;;
713;50,114459;;50,114459;50,116131;60,518339;;70,920547;-70,942285;-141,862832;;
714;50,116131;;50,116131;50,137869;-10,402208;;-70,942285;70,942199;141,884484;;
715;50,137869;;50,137869;50,137955;60,540077;;70,942199;-70,942504;-141,884703;;
716;50,137955;;50,137955;50,13826;-10,402122;;-70,942504;70,941139;141,883643;;
717;50,13826;;50,13826;50,139625;60,540382;;70,941139;-70,943446;-141,884585;;
718;50,139625;;50,139625;50,141932;-10,400757;;-70,943446;70,943403;141,886849;;
719;50,141932;;50,141932;50,141975;60,542689;;70,943403;-70,943732;-141,887135;;
720;50,141975;;50,141975;50,142304;-10,400714;;-70,943732;70,942166;141,885898;;
721;50,142304;;50,142304;50,14387;60,543018;;70,942166;-70,942201;-141,884367;;
722;50,14387;;50,14387;50,143905;-10,399148;;-70,942201;70,938806;141,881007;;
723;50,143905;;50,143905;50,1473;60,543053;;70,938806;-70,939743;-141,878549;;
724;50,1473;;50,1473;50,148237;-10,395753;;-70,939743;70,93971;141,879453;;
725;50,148237;;50,148237;50,14827;60,54399;;70,93971;-70,943269;-141,882979;;
726;50,14827;;50,14827;50,151829;-10,39572;;-70,943269;70,94015;141,883419;;
727;50,151829;;50,151829;50,154948;60,547549;;70,94015;-70,940327;-141,880477;;
728;50,154948;;50,154948;50,155125;-10,392601;;-70,940327;70,938592;141,878919;;
729;50,155125;;50,155125;50,15686;60,547726;;70,938592;-70,953898;-141,89249;;
730;50,15686;;50,15686;50,172166;-10,390866;;-70,953898;70,953824;141,907722;;
731;50,172166;;50,172166;50,17224;60,563032;;70,953824;-70,955452;-141,909276;;
732;50,17224;;50,17224;50,173868;-10,390792;;-70,955452;70,945915;141,901367;;
733;50,173868;;50,173868;50,183405;60,56466;;70,945915;-70,946001;-141,891916;;
734;50,183405;;50,183405;50,183491;-10,381255;;-70,946001;70,945052;141,891053;;
735;50,183491;;50,183491;50,18444;60,564746;;70,945052;-70,945052;-141,890104;;
736;50,18444;;50,18444;50,18444;-10,380306;;-70,945052;70,94501;141,890062;;
737;50,18444;;50,18444;50,184482;60,564746;;70,94501;-70,9454;-141,89041;;
738;50,184482;;50,184482;50,184872;-10,380264;;-70,9454;70,942433;141,887833;;
739;50,184872;;50,184872;50,187839;60,565136;;70,942433;-70,942509;-141,884942;;
740;50,187839;;50,187839;50,187915;-10,377297;;-70,942509;70,940571;141,88308;;
741;50,187915;;50,187915;50,189853;60,565212;;70,940571;-70,943723;-141,884294;;
742;50,189853;;50,189853;50,193005;-10,375359;;-70,943723;70,943643;141,887366;;
743;50,193005;;50,193005;50,193085;60,568364;;70,943643;-70,945659;-141,889302;;
744;50,193085;;50,193085;50,195101;-10,375279;;-70,945659;70,938486;141,884145;;
745;50,195101;;50,195101;50,202274;60,57038;;70,938486;-70,945159;-141,883645;;
746;50,202274;;50,202274;50,208947;-10,368106;;-70,945159;70,945079;141,890238;;
747;50,208947;;50,208947;50,209027;60,577053;;70,945079;-70,945885;-141,890964;;
748;50,209027;;50,209027;50,209833;-10,368026;;-70,945885;70,943373;141,889258;;
749;50,209833;;50,209833;50,212345;60,577859;;70,943373;-70,943453;-141,886826;;
750;50,212345;;50,212345;50,212425;-10,365514;;-70,943453;70,939999;141,883452;;
751;50,212425;;50,212425;50,215879;60,577939;;70,939999;-70,942252;-141,882251;;
752;50,215879;;50,215879;50,218132;-10,36206;;-70,942252;70,942167;141,884419;;
753;50,218132;;50,218132;50,218217;60,580192;;70,942167;-70,945067;-141,887234;;
754;50,218217;;50,218217;50,221117;-10,361975;;-70,945067;70,944053;141,88912;;
755;50,221117;;50,221117;50,222131;60,583092;;70,944053;-70,944132;-141,888185;;
756;50,222131;;50,222131;50,22221;-10,360961;;-70,944132;70,942133;141,886265;;
