No.;Time;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter;;
757;50,22221;;50,22221;50,224209;60,583171;;70,942133;-70,946158;-141,888291;;
758;50,224209;;50,224209;50,228234;-10,358962;;-70,946158;70,946082;141,89224;;
759;50,228234;;50,228234;50,22831;60,587196;;70,946082;-70,947563;-141,893645;;
760;50,22831;;50,22831;50,229791;-10,358886;;-70,947563;70,944252;141,891815;;
761;50,229791;;50,229791;50,233102;60,588677;;70,944252;-70,944284;-141,888536;;
762;50,233102;;50,233102;50,233134;-10,355575;;-70,944284;70,941418;141,885702;;
763;50,233134;;50,233134;50,236;60,588709;;70,941418;-70,942265;-141,883683;;
764;50,236;;50,236;50,236847;-10,352709;;-70,942265;70,942187;141,884452;;
765;50,236847;;50,236847;50,236925;60,589556;;70,942187;-70,957561;-141,899748;;
766;50,236925;;50,236925;50,252299;-10,352631;;-70,957561;70,95605;141,913611;;
767;50,252299;;50,252299;50,25381;60,60493;;70,95605;-70,956178;-141,912228;;
768;50,25381;;50,25381;50,253938;-10,35112;;-70,956178;70,954323;141,910501;;
769;50,253938;;50,253938;50,255793;60,605058;;70,954323;-70,955329;-141,909652;;
770;50,255793;;50,255793;50,256799;-10,349265;;-70,955329;70,955301;141,91063;;
771;50,256799;;50,256799;50,256827;60,606064;;70,955301;-70,958654;-141,913955;;
772;50,256827;;50,256827;50,26018;-10,349237;;-70,958654;70,955551;141,914205;;
773;50,26018;;50,26018;50,263283;60,609417;;70,955551;-70,955625;-141,911176;;
774;50,263283;;50,263283;50,263357;-10,346134;;-70,955625;70,953765;141,90939;;
775;50,263357;;50,263357;50,265217;60,609491;;70,953765;-70,956623;-141,910388;;
776;50,265217;;50,265217;50,268075;-10,344274;;-70,956623;70,956544;141,913167;;
777;50,268075;;50,268075;50,268154;60,612349;;70,956544;-70,958436;-141,91498;;
778;50,268154;;50,268154;50,270046;-10,344195;;-70,958436;70,952909;141,911345;;
779;50,270046;;50,270046;50,275573;60,614241;;70,952909;-70,99447;-141,947379;;
780;50,275573;;50,275573;50,317134;-10,338668;;-70,99447;70,897137;141,891607;;
781;50,317134;;50,317134;50,414467;60,655802;;70,897137;-70,897164;-141,794301;;
782;50,414467;;50,414467;50,414494;-10,241335;;-70,897164;70,74921;141,646374;;
783;50,414494;;50,414494;50,562448;60,655829;;70,74921;-70,751736;-141,500946;;
784;50,562448;;50,562448;50,564974;-10,093381;;-70,751736;70,666536;141,418272;;
785;50,564974;;50,564974;50,650174;60,658355;;70,666536;-70,671567;-141,338103;;
786;50,650174;;50,650174;50,655205;-10,008181;;-70,671567;70,670677;141,342244;;
787;50,655205;;50,655205;50,656095;60,663386;;70,670677;-70,670723;-141,3414;;
788;50,656095;;50,656095;50,656141;-10,007291;;-70,670723;70,659512;141,330235;;
789;50,656141;;50,656141;50,667352;60,663432;;70,659512;-70,661739;-141,321251;;
790;50,667352;;50,667352;50,669579;-9,99608;;-70,661739;70,661654;141,323393;;
791;50,669579;;50,669579;50,669664;60,665659;;70,661654;-70,663223;-141,324877;;
792;50,669664;;50,669664;50,671233;-9,995995;;-70,663223;70,660963;141,324186;;
793;50,671233;;50,671233;50,673493;60,667228;;70,660963;-70,661045;-141,322008;;
794;50,673493;;50,673493;50,673575;-9,993735;;-70,661045;70,660887;141,321932;;
795;50,673575;;50,673575;50,673733;60,66731;;70,660887;-70,664288;-141,325175;;
796;50,673733;;50,673733;50,677134;-9,993577;;-70,664288;70,664244;141,328532;;
797;50,677134;;50,677134;50,677178;60,670711;;70,664244;-70,684613;-141,348857;;
798;50,677178;;50,677178;50,697547;-9,993533;;-70,684613;70,684106;141,368719;;
799;50,697547;;50,697547;50,698054;60,69108;;70,684106;-70,684106;-141,368212;;
800;50,698054;;50,698054;50,698054;-9,993026;;-70,684106;70,684063;141,368169;;
801;50,698054;;50,698054;50,698097;60,69108;;70,684063;-70,684932;-141,368995;;
802;50,698097;;50,698097;50,698966;-9,992983;;-70,684932;70,684918;141,36985;;
803;50,698966;;50,698966;50,69898;60,691949;;70,684918;-70,688476;-141,373394;;
804;50,69898;;50,69898;50,702538;-9,992969;;-70,688476;70,679318;141,367794;;
805;50,702538;;50,702538;50,711696;60,695507;;70,679318;-70,679398;-141,358716;;
806;50,711696;;50,711696;50,711776;-9,983811;;-70,679398;70,679159;141,358557;;
807;50,711776;;50,711776;50,712015;60,695587;;70,679159;-70,683856;-141,363015;;
808;50,712015;;50,712015;50,716712;-9,983572;;-70,683856;70,683818;141,367674;;
809;50,716712;;50,716712;50,71675;60,700284;;70,683818;-70,684002;-141,36782;;
810;50,71675;;50,71675;50,716934;-9,983534;;-70,684002;70,670224;141,354226;;
811;50,716934;;50,716934;50,730712;60,700468;;70,670224;-70,670302;-141,340526;;
812;50,730712;;50,730712;50,73079;-9,969756;;-70,670302;70,667696;141,337998;;
813;50,73079;;50,73079;50,733396;60,700546;;70,667696;-70,671876;-141,339572;;
814;50,733396;;50,733396;50,737576;-9,96715;;-70,671876;70,671774;141,34365;;
815;50,737576;;50,737576;50,737678;60,704726;;70,671774;-70,672907;-141,344681;;
816;50,737678;;50,737678;50,738811;-9,967048;;-70,672907;70,669209;141,342116;;
817;50,738811;;50,738811;50,742509;60,705859;;70,669209;-70,669263;-141,338472;;
818;50,742509;;50,742509;50,742563;-9,96335;;-70,669263;70,667359;141,336622;;
819;50,742563;;50,742563;50,744467;60,705913;;70,667359;-70,67044;-141,337799;;
820;50,744467;;50,744467;50,747548;-9,961446;;-70,67044;70,670408;141,340848;;
821;50,747548;;50,747548;50,74758;60,708994;;70,670408;-70,673424;-141,343832;;
822;50,74758;;50,74758;50,750596;-9,961414;;-70,673424;70,670184;141,343608;;
823;50,750596;;50,750596;50,753836;60,71201;;70,670184;-70,670276;-141,34046;;
824;50,753836;;50,753836;50,753928;-9,958174;;-70,670276;70,653493;141,323769;;
825;50,753928;;50,753928;50,770711;60,712102;;70,653493;-70,655687;-141,30918;;
826;50,770711;;50,770711;50,772905;-9,941391;;-70,655687;70,655608;141,311295;;
827;50,772905;;50,772905;50,772984;60,714296;;70,655608;-70,657451;-141,313059;;
828;50,772984;;50,772984;50,774827;-9,941312;;-70,657451;70,65635;141,313801;;
829;50,774827;;50,774827;50,775928;60,716139;;70,65635;-70,65635;-141,3127;;
830;50,775928;;50,775928;50,775928;-9,940211;;-70,65635;70,65625;141,3126;;
831;50,775928;;50,775928;50,776028;60,716139;;70,65625;-70,659032;-141,315282;;
832;50,776028;;50,776028;50,77881;-9,940111;;-70,659032;70,655618;141,31465;;
833;50,77881;;50,77881;50,782224;60,718921;;70,655618;-70,655618;-141,311236;;
834;50,782224;;50,782224;50,782224;-9,936697;;-70,655618;70,655514;141,311132;;
835;50,782224;;50,782224;50,782328;60,718921;;70,655514;-70,656996;-141,31251;;
836;50,782328;;50,782328;50,78381;-9,936593;;-70,656996;70,656912;141,313908;;
837;50,78381;;50,78381;50,783894;60,720403;;70,656912;-70,66775;-141,324662;;
838;50,783894;;50,783894;50,794732;-9,936509;;-70,66775;70,6675;141,33525;;
839;50,794732;;50,794732;50,794982;60,731241;;70,6675;-70,667548;-141,335048;;
840;50,794982;;50,794982;50,79503;-9,936259;;-70,667548;70,666957;141,334505;;
841;50,79503;;50,79503;50,795621;60,731289;;70,666957;-70,681271;-141,348228;;
842;50,795621;;50,795621;50,809935;-9,935668;;-70,681271;70,680489;141,36176;;
843;50,809935;;50,809935;50,810717;60,745603;;70,680489;-70,680534;-141,361023;;
844;50,810717;;50,810717;50,810762;-9,934886;;-70,680534;70,680015;141,360549;;
845;50,810762;;50,810762;50,811281;60,745648;;70,680015;-70,680015;-141,36003;;
846;50,811281;;50,811281;50,811281;-9,934367;;-70,680015;70,679976;141,359991;;
847;50,811281;;50,811281;50,81132;60,745648;;70,679976;-70,680447;-141,360423;;
848;50,81132;;50,81132;50,811791;-9,934328;;-70,680447;70,677444;141,357891;;
849;50,811791;;50,811791;50,814794;60,746119;;70,677444;-70,67749;-141,354934;;
850;50,814794;;50,814794;50,81484;-9,931325;;-70,67749;70,675815;141,353305;;
851;50,81484;;50,81484;50,816515;60,746165;;70,675815;-70,685158;-141,360973;;
852;50,816515;;50,816515;50,825858;-9,92965;;-70,685158;70,685078;141,370236;;
853;50,825858;;50,825858;50,825938;60,755508;;70,685078;-70,685799;-141,370877;;
854;50,825938;;50,825938;50,826659;-9,92957;;-70,685799;70,680478;141,366277;;
855;50,826659;;50,826659;50,83198;60,756229;;70,680478;-70,680512;-141,36099;;
856;50,83198;;50,83198;50,832014;-9,924249;;-70,680512;70,67967;141,360182;;
857;50,832014;;50,832014;50,832856;60,756263;;70,67967;-70,680059;-141,359729;;
858;50,832856;;50,832856;50,833245;-9,923407;;-70,680059;70,680027;141,360086;;
859;50,833245;;50,833245;50,833277;60,756652;;70,680027;-70,68237;-141,362397;;
860;50,833277;;50,833277;50,83562;-9,923375;;-70,68237;70,668323;141,350693;;
861;50,83562;;50,83562;50,849667;60,758995;;70,668323;-70,668404;-141,336727;;
862;50,849667;;50,849667;50,849748;-9,909328;;-70,668404;70,665488;141,333892;;
863;50,849748;;50,849748;50,852664;60,759076;;70,665488;-70,66846;-141,333948;;
864;50,852664;;50,852664;50,855636;-9,906412;;-70,66846;70,668397;141,336857;;
865;50,855636;;50,855636;50,855699;60,762048;;70,668397;-70,669266;-141,337663;;
866;50,855699;;50,855699;50,856568;-9,906349;;-70,669266;70,666504;141,33577;;
867;50,856568;;50,856568;50,85933;60,762917;;70,666504;-70,666535;-141,333039;;
868;50,85933;;50,85933;50,859361;-9,903587;;-70,666535;70,665434;141,331969;;
869;50,859361;;50,859361;50,860462;60,762948;;70,665434;-70,667369;-141,332803;;
870;50,860462;;50,860462;50,862397;-9,902486;;-70,667369;70,667345;141,334714;;
871;50,862397;;50,862397;50,862421;60,764883;;70,667345;-70,670301;-141,337646;;
872;50,862421;;50,862421;50,865377;-9,902462;;-70,670301;70,6669;141,337201;;
873;50,865377;;50,865377;50,868778;60,767839;;70,6669;-70,666955;-141,333855;;
874;50,868778;;50,868778;50,868833;-9,899061;;-70,666955;70,664169;141,331124;;
875;50,868833;;50,868833;50,871619;60,767894;;70,664169;-70,666925;-141,331094;;
876;50,871619;;50,871619;50,874375;-9,896275;;-70,666925;70,666882;141,333807;;
877;50,874375;;50,874375;50,874418;60,77065;;70,666882;-70,668914;-141,335796;;
878;50,874418;;50,874418;50,87645;-9,896232;;-70,668914;70,655533;141,324447;;
879;50,87645;;50,87645;50,889831;60,772682;;70,655533;-70,655615;-141,311148;;
880;50,889831;;50,889831;50,889913;-9,882851;;-70,655615;70,654864;141,310479;;
881;50,889913;;50,889913;50,890664;60,772764;;70,654864;-70,665084;-141,319948;;
882;50,890664;;50,890664;50,900884;-9,8821;;-70,665084;70,665001;141,330085;;
883;50,900884;;50,900884;50,900967;60,782984;;70,665001;-70,665321;-141,330322;;
884;50,900967;;50,900967;50,901287;-9,882017;;-70,665321;70,665321;141,330642;;
885;50,901287;;50,901287;50,901287;60,783304;;70,665321;-70,66538;-141,330701;;
886;50,901287;;50,901287;50,901346;-9,882017;;-70,66538;70,664406;141,329786;;
887;50,901346;;50,901346;50,90232;60,783363;;70,664406;-70,668616;-141,333022;;
888;50,90232;;50,90232;50,90653;-9,881043;;-70,668616;70,668537;141,337153;;
889;50,90653;;50,90653;50,906609;60,787573;;70,668537;-70,671366;-141,339903;;
890;50,906609;;50,906609;50,909438;-9,880964;;-70,671366;70,668424;141,33979;;
891;50,909438;;50,909438;50,91238;60,790402;;70,668424;-70,668471;-141,336895;;
892;50,91238;;50,91238;50,912427;-9,878022;;-70,668471;70,666542;141,335013;;
893;50,912427;;50,912427;50,914356;60,790449;;70,666542;-70,668817;-141,335359;;
894;50,914356;;50,914356;50,916631;-9,876093;;-70,668817;70,668782;141,337599;;
895;50,916631;;50,916631;50,916666;60,792724;;70,668782;-70,681939;-141,350721;;
896;50,916666;;50,916666;50,929823;-9,876058;;-70,681939;70,679294;141,361233;;
897;50,929823;;50,929823;50,932468;60,805881;;70,679294;-70,679356;-141,35865;;
898;50,932468;;50,932468;50,93253;-9,873413;;-70,679356;70,677404;141,35676;;
899;50,93253;;50,93253;50,934482;60,805943;;70,677404;-70,679466;-141,35687;;
900;50,934482;;50,934482;50,936544;-9,871461;;-70,679466;70,67925;141,358716;;
901;50,936544;;50,936544;50,93676;60,808005;;70,67925;-70,680887;-141,360137;;
902;50,93676;;50,93676;50,938397;-9,871245;;-70,680887;70,677293;141,35818;;
903;50,938397;;50,938397;50,941991;60,809642;;70,677293;-70,677336;-141,354629;;
904;50,941991;;50,941991;50,942034;-9,867651;;-70,677336;70,674868;141,352204;;
905;50,942034;;50,942034;50,944502;60,809685;;70,674868;-70,67687;-141,351738;;
906;50,944502;;50,944502;50,946504;-9,865183;;-70,67687;70,676838;141,353708;;
907;50,946504;;50,946504;50,946536;60,811687;;70,676838;-70,678954;-141,355792;;
908;50,946536;;50,946536;50,948652;-9,865151;;-70,678954;70,677003;141,355957;;
909;50,948652;;50,948652;50,950603;60,813803;;70,677003;-70,677099;-141,354102;;
910;50,950603;;50,950603;50,950699;-9,8632;;-70,677099;70,675152;141,352251;;
911;50,950699;;50,950699;50,952646;60,813899;;70,675152;-70,67701;-141,352162;;
912;50,952646;;50,952646;50,954504;-9,861253;;-70,67701;70,67693;141,35394;;
913;50,954504;;50,954504;50,954584;60,815757;;70,67693;-70,678239;-141,355169;;
914;50,954584;;50,954584;50,955893;-9,861173;;-70,678239;70,665135;141,343374;;
915;50,955893;;50,955893;50,968997;60,817066;;70,665135;-70,665252;-141,330387;;
916;50,968997;;50,968997;50,969114;-9,848069;;-70,665252;70,663407;141,328659;;
917;50,969114;;50,969114;50,970959;60,817183;;70,663407;-70,663407;-141,326814;;
918;50,970959;;50,970959;50,970959;-9,846224;;-70,663407;70,663315;141,326722;;
919;50,970959;;50,970959;50,971051;60,817183;;70,663315;-70,665212;-141,328527;;
920;50,971051;;50,971051;50,972948;-9,846132;;-70,665212;70,663135;141,328347;;
921;50,972948;;50,972948;50,975025;60,81908;;70,663135;-70,663193;-141,326328;;
922;50,975025;;50,975025;50,975083;-9,844055;;-70,663193;70,659879;141,323072;;
923;50,975083;;50,975083;50,978397;60,819138;;70,659879;-70,661855;-141,321734;;
924;50,978397;;50,978397;50,980373;-9,840741;;-70,661855;70,661806;141,323661;;
925;50,980373;;50,980373;50,980422;60,821114;;70,661806;-70,663843;-141,325649;;
926;50,980422;;50,980422;50,982459;-9,840692;;-70,663843;70,663583;141,327426;;
927;50,982459;;50,982459;50,982719;60,823151;;70,663583;-70,66362;-141,327203;;
928;50,982719;;50,982719;50,982756;-9,840432;;-70,66362;70,659464;141,323084;;
929;50,982756;;50,982756;50,986912;60,823188;;70,659464;-70,660078;-141,319542;;
930;50,986912;;50,986912;50,987526;-9,836276;;-70,660078;70,660015;141,320093;;
931;50,987526;;50,987526;50,987589;60,823802;;70,660015;-70,660725;-141,32074;;
932;50,987589;;50,987589;50,988299;-9,836213;;-70,660725;70,65663;141,317355;;
933;50,988299;;50,988299;50,992394;60,824512;;70,65663;-70,656677;-141,313307;;
934;50,992394;;50,992394;50,992441;-9,832118;;-70,656677;70,639489;141,296166;;
935;50,992441;;50,992441;51,009629;60,824559;;70,639489;-70,639898;-141,279387;;
936;51,009629;;51,009629;51,010038;-9,81493;;-70,639898;70,639898;141,279796;;
937;51,010038;;51,010038;51,010038;60,824968;;70,639898;-70,63996;-141,279858;;
938;51,010038;;51,010038;51,0101;-9,81493;;-70,63996;70,638664;141,278624;;
939;51,0101;;51,0101;51,011396;60,82503;;70,638664;-70,638699;-141,277363;;
940;51,011396;;51,011396;51,011431;-9,813634;;-70,638699;70,636771;141,27547;;
941;51,011431;;51,011431;51,013359;60,825065;;70,636771;-70,639594;-141,276365;;
942;51,013359;;51,013359;51,016182;-9,811706;;-70,639594;70,639564;141,279158;;
943;51,016182;;51,016182;51,016212;60,827888;;70,639564;-70,640827;-141,280391;;
944;51,016212;;51,016212;51,017475;-9,811676;;-70,640827;70,637667;141,278494;;
945;51,017475;;51,017475;51,020635;60,829151;;70,637667;-70,637748;-141,275415;;
946;51,020635;;51,020635;51,020716;-9,808516;;-70,637748;70,63603;141,273778;;
947;51,020716;;51,020716;51,022434;60,829232;;70,63603;-70,636427;-141,272457;;
948;51,022434;;51,022434;51,022831;-9,806798;;-70,636427;70,636402;141,272829;;
949;51,022831;;51,022831;51,022856;60,829629;;70,636402;-70,638844;-141,275246;;
950;51,022856;;51,022856;51,025298;-9,806773;;-70,638844;70,635805;141,274649;;
951;51,025298;;51,025298;51,028337;60,832071;;70,635805;-70,635848;-141,271653;;
952;51,028337;;51,028337;51,02838;-9,803734;;-70,635848;70,634811;141,270659;;
953;51,02838;;51,02838;51,029417;60,832114;;70,634811;-70,635942;-141,270753;;
954;51,029417;;51,029417;51,030548;-9,802697;;-70,635942;70,635882;141,271824;;
955;51,030548;;51,030548;51,030608;60,833245;;70,635882;-70,637552;-141,273434;;
956;51,030608;;51,030608;51,032278;-9,802637;;-70,637552;70,63552;141,273072;;
957;51,032278;;51,032278;51,03431;60,834915;;70,63552;-70,635596;-141,271116;;
958;51,03431;;51,03431;51,034386;-9,800605;;-70,635596;70,633668;141,269264;;
959;51,034386;;51,034386;51,036314;60,834991;;70,633668;-70,634555;-141,268223;;
960;51,036314;;51,036314;51,037201;-9,798677;;-70,634555;70,634464;141,269019;;
961;51,037201;;51,037201;51,037292;60,835878;;70,634464;-70,657553;-141,292017;;
962;51,037292;;51,037292;51,060381;-9,798586;;-70,657553;70,656997;141,31455;;
963;51,060381;;51,060381;51,060937;60,858967;;70,656997;-70,656997;-141,313994;;
964;51,060937;;51,060937;51,060937;-9,79803;;-70,656997;70,656997;141,313994;;
965;51,060937;;51,060937;51,060937;60,858967;;70,656997;-70,657042;-141,314039;;
966;51,060937;;51,060937;51,060982;-9,79803;;-70,657042;70,643473;141,300515;;
967;51,060982;;51,060982;51,074551;60,859012;;70,643473;-70,643587;-141,28706;;
968;51,074551;;51,074551;51,074665;-9,784461;;-70,643587;70,64355;141,287137;;
969;51,074665;;51,074665;51,074702;60,859126;;70,64355;-70,658177;-141,301727;;
970;51,074702;;51,074702;51,089329;-9,784424;;-70,658177;70,657212;141,315389;;
971;51,089329;;51,089329;51,090294;60,873753;;70,657212;-70,657258;-141,31447;;
972;51,090294;;51,090294;51,09034;-9,783459;;-70,657258;70,655395;141,312653;;
973;51,09034;;51,09034;51,092203;60,873799;;70,655395;-70,663035;-141,31843;;
974;51,092203;;51,092203;51,099843;-9,781596;;-70,663035;70,658151;141,321186;;
975;51,099843;;51,099843;51,104727;60,881439;;70,658151;-70,658151;-141,316302;;
976;51,104727;;51,104727;51,104727;-9,776712;;-70,658151;70,658151;141,316302;;
977;51,104727;;51,104727;51,104727;60,881439;;70,658151;-70,658253;-141,316404;;
978;51,104727;;51,104727;51,104829;-9,776712;;-70,658253;70,648955;141,307208;;
979;51,104829;;51,104829;51,114127;60,881541;;70,648955;-70,651221;-141,300176;;
980;51,114127;;51,114127;51,116393;-9,767414;;-70,651221;70,651181;141,302402;;
981;51,116393;;51,116393;51,116433;60,883807;;70,651181;-70,664083;-141,315264;;
982;51,116433;;51,116433;51,129335;-9,767374;;-70,664083;70,663317;141,3274;;
983;51,129335;;51,129335;51,130101;60,896709;;70,663317;-70,66336;-141,326677;;
984;51,130101;;51,130101;51,130144;-9,766608;;-70,66336;70,661271;141,324631;;
985;51,130144;;51,130144;51,132233;60,896752;;70,661271;-70,66308;-141,324351;;
986;51,132233;;51,132233;51,134042;-9,764519;;-70,66308;70,663049;141,326129;;
987;51,134042;;51,134042;51,134073;60,898561;;70,663049;-70,664043;-141,327092;;
988;51,134073;;51,134073;51,135067;-9,764488;;-70,664043;70,659677;141,32372;;
989;51,135067;;51,135067;51,139433;60,899555;;70,659677;-70,659677;-141,319354;;
990;51,139433;;51,139433;51,139433;-9,760122;;-70,659677;70,659567;141,319244;;
991;51,139433;;51,139433;51,139543;60,899555;;70,659567;-70,660862;-141,320429;;
992;51,139543;;51,139543;51,140838;-9,760012;;-70,660862;70,660833;141,321695;;
993;51,140838;;51,140838;51,140867;60,90085;;70,660833;-70,672398;-141,333231;;
994;51,140867;;51,140867;51,152432;-9,759983;;-70,672398;70,670383;141,342781;;
995;51,152432;;51,152432;51,154447;60,912415;;70,670383;-70,67046;-141,340843;;
996;51,154447;;51,154447;51,154524;-9,757968;;-70,67046;70,646748;141,317208;;
997;51,154524;;51,154524;51,178236;60,912492;;70,646748;-70,647773;-141,294521;;
998;51,178236;;51,178236;51,179261;-9,734256;;-70,647773;70,647726;141,295499;;
999;51,179261;;51,179261;51,179308;60,913517;;70,647726;-70,648077;-141,295803;;
1000;51,179308;;51,179308;51,179659;-9,734209;;-70,648077;70,645594;141,293671;;
1001;51,179659;;51,179659;51,182142;60,913868;;70,645594;-70,645636;-141,29123;;
1002;51,182142;;51,182142;51,182184;-9,731726;;-70,645636;70,640675;141,286311;;
1003;51,182184;;51,182184;51,187145;60,91391;;70,640675;-70,640675;-141,28135;;
1004;51,187145;;51,187145;51,187145;-9,726765;;-70,640675;70,640546;141,281221;;
1005;51,187145;;51,187145;51,187274;60,91391;;70,640546;-70,644849;-141,285395;;
1006;51,187274;;51,187274;51,191577;-9,726636;;-70,644849;70,643395;141,288244;;
1007;51,191577;;51,191577;51,193031;60,918213;;70,643395;-70,643437;-141,286832;;
1008;51,193031;;51,193031;51,193073;-9,725182;;-70,643437;70,62693;141,270367;;
1009;51,193073;;51,193073;51,20958;60,918255;;70,62693;-70,63005;-141,25698;;
1010;51,20958;;51,20958;51,2127;-9,708675;;-70,63005;70,629971;141,260021;;
1011;51,2127;;51,2127;51,212779;60,921375;;70,629971;-70,63875;-141,268721;;
1012;51,212779;;51,212779;51,221558;-9,708596;;-70,63875;70,63875;141,2775;;
1013;51,221558;;51,221558;51,221558;60,930154;;70,63875;-70,638839;-141,277589;;
1014;51,221558;;51,221558;51,221647;-9,708596;;-70,638839;70,611146;141,249985;;
1015;51,221647;;51,221647;51,24934;60,930243;;70,611146;-70,611617;-141,222763;;
1016;51,24934;;51,24934;51,249811;-9,680903;;-70,611617;70,611564;141,223181;;
1017;51,249811;;51,249811;51,249864;60,930714;;70,611564;-70,621974;-141,233538;;
1018;51,249864;;51,249864;51,260274;-9,68085;;-70,621974;70,615831;141,237805;;
1019;51,260274;;51,260274;51,266417;60,941124;;70,615831;-70,615881;-141,231712;;
1020;51,266417;;51,266417;51,266467;-9,674707;;-70,615881;70,615529;141,23141;;
1021;51,266467;;51,266467;51,266819;60,941174;;70,615529;-70,616247;-141,231776;;
1022;51,266819;;51,266819;51,267537;-9,674355;;-70,616247;70,616215;141,232462;;
1023;51,267537;;51,267537;51,267569;60,941892;;70,616215;-70,61996;-141,236175;;
1024;51,267569;;51,267569;51,271314;-9,674323;;-70,61996;70,619234;141,239194;;
1025;51,271314;;51,271314;51,27204;60,945637;;70,619234;-70,61928;-141,238514;;
1026;51,27204;;51,27204;51,272086;-9,673597;;-70,61928;70,617274;141,236554;;
1027;51,272086;;51,272086;51,274092;60,945683;;70,617274;-70,620197;-141,237471;;
1028;51,274092;;51,274092;51,277015;-9,671591;;-70,620197;70,620161;141,240358;;
1029;51,277015;;51,277015;51,277051;60,948606;;70,620161;-70,632411;-141,252572;;
1030;51,277051;;51,277051;51,289301;-9,671555;;-70,632411;70,6305;141,262911;;
1031;51,289301;;51,289301;51,291212;60,960856;;70,6305;-70,630546;-141,261046;;
1032;51,291212;;51,291212;51,291258;-9,669644;;-70,630546;70,619376;141,249922;;
1033;51,291258;;51,291258;51,302428;60,960902;;70,619376;-70,620054;-141,23943;;
1034;51,302428;;51,302428;51,303106;-9,658474;;-70,620054;70,619981;141,240035;;
1035;51,303106;;51,303106;51,303179;60,96158;;70,619981;-70,629335;-141,249316;;
1036;51,303179;;51,303179;51,312533;-9,658401;;-70,629335;70,628715;141,25805;;
1037;51,312533;;51,312533;51,313153;60,970934;;70,628715;-70,628715;-141,25743;;
1038;51,313153;;51,313153;51,313153;-9,657781;;-70,628715;70,628715;141,25743;;
1039;51,313153;;51,313153;51,313153;60,970934;;70,628715;-70,62879;-141,257505;;
1040;51,313153;;51,313153;51,313228;-9,657781;;-70,62879;70,612698;141,241488;;
1041;51,313228;;51,313228;51,32932;60,971009;;70,612698;-70,615511;-141,228209;;
1042;51,32932;;51,32932;51,332133;-9,641689;;-70,615511;70,615455;141,230966;;
1043;51,332133;;51,332133;51,332189;60,973822;;70,615455;-70,617376;-141,232831;;
1044;51,332189;;51,332189;51,33411;-9,641633;;-70,617376;70,616478;141,233854;;
1045;51,33411;;51,33411;51,335008;60,975743;;70,616478;-70,61652;-141,232998;;
1046;51,335008;;51,335008;51,33505;-9,640735;;-70,61652;70,612401;141,228921;;
1047;51,33505;;51,33505;51,339169;60,975785;;70,612401;-70,62179;-141,234191;;
1048;51,339169;;51,339169;51,348558;-9,636616;;-70,62179;70,621709;141,243499;;
1049;51,348558;;51,348558;51,348639;60,985174;;70,621709;-70,623644;-141,245353;;
1050;51,348639;;51,348639;51,350574;-9,636535;;-70,623644;70,621085;141,244729;;
1051;51,350574;;51,350574;51,353133;60,987109;;70,621085;-70,621187;-141,242272;;
1052;51,353133;;51,353133;51,353235;-9,633976;;-70,621187;70,617066;141,238253;;
1053;51,353235;;51,353235;51,357356;60,987211;;70,617066;-70,633956;-141,251022;;
1054;51,357356;;51,357356;51,374246;-9,629855;;-70,633956;70,633879;141,267835;;
1055;51,374246;;51,374246;51,374323;61,004101;;70,633879;-70,636639;-141,270518;;
1056;51,374323;;51,374323;51,377083;-9,629778;;-70,636639;70,627183;141,263822;;
1057;51,377083;;51,377083;51,386539;61,006861;;70,627183;-70,627292;-141,254475;;
1058;51,386539;;51,386539;51,386648;-9,620322;;-70,627292;70,624735;141,252027;;
1059;51,386648;;51,386648;51,389205;61,00697;;70,624735;-70,626949;-141,251684;;
1060;51,389205;;51,389205;51,391419;-9,617765;;-70,626949;70,626897;141,253846;;
1061;51,391419;;51,391419;51,391471;61,009184;;70,626897;-70,643829;-141,270726;;
1062;51,391471;;51,391471;51,408403;-9,617713;;-70,643829;70,642922;141,286751;;
1063;51,408403;;51,408403;51,40931;61,026116;;70,642922;-70,64297;-141,285892;;
1064;51,40931;;51,40931;51,409358;-9,616806;;-70,64297;70,245796;140,888766;;
1065;51,409358;;51,409358;51,806532;61,026164;;70,245796;-71,285011;-141,530807;;
1066;51,806532;;51,806532;52,845747;-9,219632;;-71,285011;71,094688;142,379699;;
1067;52,845747;;52,845747;53,03607;62,065379;;71,094688;-71,094688;-142,189376;;
1068;53,03607;;53,03607;53,03607;-9,029309;;-71,094688;71,094688;142,189376;;
1069;53,03607;;53,03607;53,03607;62,065379;;71,094688;-71,094688;-142,189376;;
1070;53,03607;;53,03607;53,03607;-9,029309;;-71,094688;71,094688;142,189376;;
1071;53,03607;;53,03607;53,03607;62,065379;;71,094688;-71,094824;-142,189512;;
1072;53,03607;;53,03607;53,036206;-9,029309;;-71,094824;71,079786;142,17461;;
1073;53,036206;;53,036206;53,051244;62,065515;;71,079786;-71,085799;-142,165585;;
1074;53,051244;;53,051244;53,057257;-9,014271;;-71,085799;71,085705;142,171504;;
1075;53,057257;;53,057257;53,057351;62,071528;;71,085705;-71,092441;-142,178146;;
1076;53,057351;;53,057351;53,064087;-9,014177;;-71,092441;71,08534;142,177781;;
1077;53,064087;;53,064087;53,071188;62,078264;;71,08534;-71,085476;-142,170816;;
1078;53,071188;;53,071188;53,071324;-9,007076;;-71,085476;71,080758;142,166234;;
